posting_date,Item No_,Size,Color,Opening Inventory,Closing Inventory,Quantity,Sales,NetQuantity
2017-03-28,1071134,XL,13.0,-204.0,-203.0,1.0,0.0,1.0
2017-03-28,1071136,XXL,52.0,-180.0,-180.0,0.0,1.0,1.0
2017-03-28,1071242,S,34.0,-251.0,-253.0,-2.0,1.0,-1.0
2017-03-28,1071244,S,10.0,-22.0,-31.0,-9.0,8.0,-1.0
2017-03-28,1071246,M,51.0,-329.0,-332.0,-3.0,2.0,-1.0
2017-03-28,1071250,L,52.0,-200.0,-203.0,-3.0,2.0,-1.0
2017-03-28,1071304,M,10.0,-537.0,-572.0,-35.0,36.0,1.0
2017-03-28,1071304,XS,10.0,-369.0,-373.0,-4.0,5.0,1.0
2017-03-28,1071308,XL,10.0,-30.0,-36.0,-6.0,7.0,1.0
2017-03-28,1071330,XXL,14.0,-63.0,-66.0,-3.0,2.0,-1.0
2017-03-28,1071579,M,10.0,-637.0,-637.0,0.0,1.0,1.0
2017-03-28,1071815,XXL,21.0,-49.0,-50.0,-1.0,-1.0,-2.0
2017-03-28,1071816,XXL,52.0,-43.0,-44.0,-1.0,0.0,-1.0
2017-03-28,1071977,S,32.0,-14.0,-14.0,0.0,1.0,1.0
2017-03-28,1072048,M,4.0,-593.0,-601.0,-8.0,7.0,-1.0
2017-03-28,1072416,M,10.0,-317.0,-319.0,-2.0,1.0,-1.0
2017-03-28,1072418,XL,10.0,-100.0,-101.0,-1.0,2.0,1.0
2017-03-28,1072577,M,10.0,-173.0,-174.0,-1.0,2.0,1.0
2017-03-28,1072580,XL,10.0,-184.0,-186.0,-2.0,1.0,-1.0
2017-03-28,1072582,L,51.0,-422.0,-422.0,0.0,-1.0,-1.0
2017-03-28,1072599,M,52.0,-202.0,-205.0,-3.0,4.0,1.0
2017-03-28,1072603,L,15.0,-282.0,-282.0,0.0,-1.0,-1.0
2017-03-28,1072603,M,15.0,-336.0,-335.0,1.0,0.0,1.0
2017-03-28,1072621,XXL,50.0,-4.0,-14.0,-10.0,3.0,-7.0
2017-03-28,1072629,L,13.0,-15.0,-15.0,0.0,1.0,1.0
2017-03-28,1072629,M,13.0,-5.0,-5.0,0.0,1.0,1.0
2017-03-28,1072629,S,13.0,-10.0,-14.0,-4.0,5.0,1.0
2017-03-28,1072629,XL,13.0,-16.0,-16.0,0.0,1.0,1.0
2017-03-28,1072629,XXL,13.0,-4.0,-7.0,-3.0,4.0,1.0
2017-03-28,1072656,XL,34.0,0.0,-2.0,-2.0,1.0,-1.0
2017-03-28,1072663,XXL,36.0,-74.0,-75.0,-1.0,2.0,1.0
2017-03-28,1072928,L,2.0,-12.0,-14.0,-2.0,3.0,1.0
2017-03-28,1072928,M,2.0,-12.0,-13.0,-1.0,3.0,2.0
2017-03-28,1072928,S,2.0,-12.0,-12.0,0.0,1.0,1.0
2017-03-28,1072928,XL,2.0,-11.0,-12.0,-1.0,2.0,1.0
2017-03-28,1073014,XL,52.0,37.0,36.0,-1.0,2.0,1.0
2017-03-28,1073210,S,51.0,447.0,441.0,-6.0,5.0,-1.0
2017-03-28,1073390,M,10.0,0.0,2.0,2.0,2.0,4.0
2017-03-28,1073390,S,10.0,0.0,0.0,0.0,1.0,1.0
2017-03-29,1070047,L,1.0,-208.0,-213.0,-5.0,6.0,1.0
2017-03-29,1070048,S,1.0,-106.0,-98.0,8.0,2.0,10.0
2017-03-29,1070070,M,13.0,-331.0,-332.0,-1.0,2.0,1.0
2017-03-29,1070234,XL,10.0,-201.0,-204.0,-3.0,2.0,-1.0
2017-03-29,1070295,L,10.0,-20.0,-28.0,-8.0,10.0,2.0
2017-03-29,1070295,M,10.0,-146.0,-147.0,-1.0,5.0,4.0
2017-03-29,1070295,S,10.0,-143.0,-156.0,-13.0,15.0,2.0
2017-03-29,1070295,XL,10.0,-16.0,-18.0,-2.0,4.0,2.0
2017-03-29,1070295,XS,10.0,-133.0,-138.0,-5.0,7.0,2.0
2017-03-29,1070488,S,52.0,-88.0,-93.0,-5.0,6.0,1.0
2017-03-29,1070498,XL,4.0,-126.0,-128.0,-2.0,3.0,1.0
2017-03-29,1070527,S,4.0,-256.0,-262.0,-6.0,7.0,1.0
2017-03-29,1070545,M,13.0,-207.0,-211.0,-4.0,5.0,1.0
2017-03-29,1070631,L,2.0,-277.0,-279.0,-2.0,3.0,1.0
2017-03-29,1070694,S,41.0,-154.0,-155.0,-1.0,0.0,-1.0
2017-03-29,1070775,XL,13.0,-209.0,-218.0,-9.0,8.0,-1.0
2017-03-29,1071039,S,13.0,-151.0,-153.0,-2.0,1.0,-1.0
2017-03-29,1071130,M,10.0,-645.0,-692.0,-47.0,48.0,1.0
2017-03-29,1071134,L,13.0,-319.0,-325.0,-6.0,7.0,1.0
2017-03-29,1071136,M,52.0,-488.0,-501.0,-13.0,14.0,1.0
2017-03-29,1071236,XXL,10.0,-23.0,-27.0,-4.0,5.0,1.0
2017-03-29,1071241,XL,4.0,-85.0,-97.0,-12.0,11.0,-1.0
2017-03-29,1071270,M,34.0,-311.0,-317.0,-6.0,5.0,-1.0
2017-03-29,1071312,S,41.0,-232.0,-253.0,-21.0,20.0,-1.0
2017-03-29,1072213,XL,16.0,-106.0,-119.0,-13.0,14.0,1.0
2017-03-29,1072369,S,13.0,-197.0,-200.0,-3.0,4.0,1.0
2017-03-29,1072625,XXL,10.0,-7.0,-17.0,-10.0,2.0,-8.0
2017-03-29,1073119,XL,10.0,75.0,71.0,-4.0,3.0,-1.0
2017-03-29,1073121,S,10.0,69.0,64.0,-5.0,4.0,-1.0
2017-03-30,1070070,M,13.0,-332.0,-338.0,-6.0,5.0,-1.0
2017-03-30,1070070,XL,13.0,-164.0,-165.0,-1.0,2.0,1.0
2017-03-30,1070295,L,10.0,-28.0,-32.0,-4.0,2.0,-2.0
2017-03-30,1070295,M,10.0,-147.0,-158.0,-11.0,7.0,-4.0
2017-03-30,1070295,S,10.0,-156.0,-161.0,-5.0,3.0,-2.0
2017-03-30,1070295,XL,10.0,-18.0,-27.0,-9.0,7.0,-2.0
2017-03-30,1070295,XS,10.0,-138.0,-142.0,-4.0,2.0,-2.0
2017-03-30,1070442,S,14.0,-9.0,-1.0,8.0,1.0,9.0
2017-03-30,1070488,XS,52.0,-25.0,-25.0,0.0,1.0,1.0
2017-03-30,1070511,M,76.0,-345.0,-350.0,-5.0,4.0,-1.0
2017-03-30,1070528,S,4.0,-285.0,-293.0,-8.0,2.0,-6.0
2017-03-30,1070538,S,13.0,-79.0,-79.0,0.0,1.0,1.0
2017-03-30,1070551,M,14.0,-191.0,-208.0,-17.0,16.0,-1.0
2017-03-30,1070551,XL,14.0,-82.0,-90.0,-8.0,9.0,1.0
2017-03-30,1070694,S,41.0,-155.0,-163.0,-8.0,7.0,-1.0
2017-03-30,1070698,L,10.0,-314.0,-319.0,-5.0,6.0,1.0
2017-03-30,1070698,S,10.0,-488.0,-489.0,-1.0,3.0,2.0
2017-03-30,1070869,S,4.0,-114.0,-131.0,-17.0,16.0,-1.0
2017-03-30,1070891,L,13.0,-100.0,-101.0,-1.0,0.0,-1.0
2017-03-30,1071039,L,13.0,-184.0,-185.0,-1.0,2.0,1.0
2017-03-30,1071112,S,10.0,-59.0,-58.0,1.0,0.0,1.0
2017-03-30,1071231,L,34.0,-222.0,-225.0,-3.0,4.0,1.0
2017-03-30,1071255,M,10.0,-152.0,-154.0,-2.0,1.0,-1.0
2017-03-30,1071278,L,14.0,-147.0,-163.0,-16.0,17.0,1.0
2017-03-30,1071340,XS,10.0,-30.0,-30.0,0.0,1.0,1.0
2017-03-30,1071576,S,13.0,-237.0,-242.0,-5.0,4.0,-1.0
2017-03-30,1071978,M,50.0,-23.0,-26.0,-3.0,4.0,1.0
2017-03-30,1072432,M,10.0,-326.0,-331.0,-5.0,4.0,-1.0
2017-03-30,1072597,M,10.0,-321.0,-325.0,-4.0,3.0,-1.0
2017-03-30,1073015,L,2.0,124.0,122.0,-2.0,1.0,-1.0
2017-03-30,1073015,XL,2.0,78.0,74.0,-4.0,3.0,-1.0
2017-03-31,1070043,S,52.0,95.0,97.0,2.0,-1.0,1.0
2017-03-31,1070046,M,10.0,-205.0,-205.0,0.0,2.0,2.0
2017-03-31,1070047,M,1.0,-283.0,-295.0,-12.0,9.0,-3.0
2017-03-31,1070047,S,1.0,-180.0,-182.0,-2.0,3.0,1.0
2017-03-31,1070055,XS,1.0,163.0,165.0,2.0,-1.0,1.0
2017-03-31,1070056,L,41.0,71.0,64.0,-7.0,6.0,-1.0
2017-03-31,1070080,S,50.0,85.0,84.0,-1.0,2.0,1.0
2017-03-31,1070081,S,52.0,52.0,51.0,-1.0,2.0,1.0
2017-03-31,1070082,M,1.0,154.0,145.0,-9.0,10.0,1.0
2017-03-31,1070083,S,50.0,55.0,53.0,-2.0,3.0,1.0
2017-03-31,1070202,M,52.0,-347.0,-345.0,2.0,1.0,3.0
2017-03-31,1070202,S,52.0,-209.0,-209.0,0.0,2.0,2.0
2017-03-31,1070203,S,14.0,-116.0,-115.0,1.0,1.0,2.0
2017-03-31,1070205,XL,13.0,-161.0,-163.0,-2.0,3.0,1.0
2017-03-31,1070206,M,34.0,-316.0,-316.0,0.0,3.0,3.0
2017-03-31,1070206,S,34.0,-200.0,-198.0,2.0,-1.0,1.0
2017-03-31,1070217,L,13.0,-167.0,-167.0,0.0,1.0,1.0
2017-03-31,1070294,XS,10.0,-232.0,-237.0,-5.0,4.0,-1.0
2017-03-31,1070295,S,10.0,-161.0,-167.0,-6.0,5.0,-1.0
2017-03-31,1070298,XL,75.0,193.0,169.0,-24.0,25.0,1.0
2017-03-31,1070304,L,14.0,-164.0,-177.0,-13.0,14.0,1.0
2017-03-31,1070364,S,4.0,-45.0,-43.0,2.0,-1.0,1.0
2017-03-31,1070488,XL,52.0,-413.0,-434.0,-21.0,22.0,1.0
2017-03-31,1070497,M,4.0,-575.0,-585.0,-10.0,9.0,-1.0
2017-03-31,1070498,XL,4.0,-128.0,-134.0,-6.0,5.0,-1.0
2017-03-31,1070510,M,10.0,-94.0,-97.0,-3.0,4.0,1.0
2017-03-31,1070511,S,76.0,-463.0,-466.0,-3.0,2.0,-1.0
2017-03-31,1070516,M,14.0,-194.0,-193.0,1.0,0.0,1.0
2017-03-31,1070520,S,10.0,-180.0,-183.0,-3.0,4.0,1.0
2017-03-31,1070532,M,10.0,-187.0,-187.0,0.0,3.0,3.0
2017-03-31,1070532,XXL,10.0,-67.0,-68.0,-1.0,2.0,1.0
2017-03-31,1070538,S,13.0,-79.0,-81.0,-2.0,3.0,1.0
2017-03-31,1070542,S,13.0,23.0,23.0,0.0,1.0,1.0
2017-03-31,1070543,S,14.0,-34.0,-42.0,-8.0,7.0,-1.0
2017-03-31,1070592,XL,51.0,0.0,-2.0,-2.0,1.0,-1.0
2017-03-31,1070598,M,30.0,0.0,-3.0,-3.0,1.0,-2.0
2017-03-31,1070598,S,30.0,0.0,-1.0,-1.0,0.0,-1.0
2017-03-31,1070775,M,13.0,-307.0,-314.0,-7.0,8.0,1.0
2017-03-31,1070870,M,76.0,-215.0,-222.0,-7.0,6.0,-1.0
2017-03-31,1070870,S,76.0,-335.0,-338.0,-3.0,1.0,-2.0
2017-03-31,1070873,XL,10.0,-61.0,-68.0,-7.0,8.0,1.0
2017-03-31,1070873,XS,10.0,-317.0,-323.0,-6.0,5.0,-1.0
2017-03-31,1070882,S,10.0,139.0,140.0,1.0,2.0,3.0
2017-03-31,1070883,XS,10.0,-112.0,-115.0,-3.0,4.0,1.0
2017-03-31,1070884,XS,2.0,-29.0,-31.0,-2.0,1.0,-1.0
2017-03-31,1070898,M,13.0,-109.0,-103.0,6.0,-2.0,4.0
2017-03-31,1070898,S,13.0,-78.0,-79.0,-1.0,2.0,1.0
2017-03-31,1070963,M,13.0,-310.0,-319.0,-9.0,11.0,2.0
2017-03-31,1071104,M,17.0,-331.0,-337.0,-6.0,7.0,1.0
2017-03-31,1071104,XL,17.0,-38.0,-41.0,-3.0,4.0,1.0
2017-03-31,1071115,L,13.0,-228.0,-228.0,0.0,1.0,1.0
2017-03-31,1071117,M,13.0,-462.0,-466.0,-4.0,5.0,1.0
2017-03-31,1071121,S,54.0,-179.0,-177.0,2.0,-1.0,1.0
2017-03-31,1071130,M,10.0,-737.0,-763.0,-26.0,29.0,3.0
2017-03-31,1071130,S,10.0,-421.0,-429.0,-8.0,11.0,3.0
2017-03-31,1071134,M,13.0,-523.0,-515.0,8.0,-5.0,3.0
2017-03-31,1071134,S,13.0,-330.0,-331.0,-1.0,2.0,1.0
2017-03-31,1071136,M,52.0,-508.0,-505.0,3.0,-1.0,2.0
2017-03-31,1071136,S,52.0,-304.0,-307.0,-3.0,4.0,1.0
2017-03-31,1071211,M,13.0,-177.0,-175.0,2.0,1.0,3.0
2017-03-31,1071211,S,13.0,-118.0,-119.0,-1.0,3.0,2.0
2017-03-31,1071231,M,34.0,-334.0,-341.0,-7.0,9.0,2.0
2017-03-31,1071231,S,34.0,-213.0,-209.0,4.0,-2.0,2.0
2017-03-31,1071233,S,10.0,-107.0,-108.0,-1.0,2.0,1.0
2017-03-31,1071241,XS,4.0,-344.0,-353.0,-9.0,8.0,-1.0
2017-03-31,1071242,M,34.0,-356.0,-358.0,-2.0,4.0,2.0
2017-03-31,1071242,S,34.0,-260.0,-260.0,0.0,1.0,1.0
2017-03-31,1071260,M,98.0,-1.0,-7.0,-6.0,2.0,-4.0
2017-03-31,1071260,S,98.0,-1.0,-8.0,-7.0,3.0,-4.0
2017-03-31,1071260,XL,98.0,0.0,-3.0,-3.0,1.0,-2.0
2017-03-31,1071278,M,14.0,-164.0,-194.0,-30.0,31.0,1.0
2017-03-31,1071304,M,10.0,-578.0,-578.0,0.0,1.0,1.0
2017-03-31,1071308,XXL,10.0,-41.0,-52.0,-11.0,10.0,-1.0
2017-03-31,1071314,XXL,10.0,-107.0,-107.0,0.0,1.0,1.0
2017-03-31,1071320,M,14.0,95.0,88.0,-7.0,4.0,-3.0
2017-03-31,1071330,M,14.0,-232.0,-240.0,-8.0,9.0,1.0
2017-03-31,1071333,M,2.0,-162.0,-166.0,-4.0,5.0,1.0
2017-03-31,1071338,M,10.0,-185.0,-187.0,-2.0,5.0,3.0
2017-03-31,1071338,S,10.0,-154.0,-153.0,1.0,2.0,3.0
2017-03-31,1071339,M,16.0,-82.0,-86.0,-4.0,7.0,3.0
2017-03-31,1071339,S,16.0,-58.0,-56.0,2.0,1.0,3.0
2017-03-31,1071339,XS,16.0,-36.0,-36.0,0.0,1.0,1.0
2017-03-31,1071340,M,10.0,-111.0,-115.0,-4.0,7.0,3.0
2017-03-31,1071340,S,10.0,-73.0,-74.0,-1.0,4.0,3.0
2017-03-31,1071343,XS,10.0,-159.0,-164.0,-5.0,4.0,-1.0
2017-03-31,1071395,XL,10.0,-173.0,-181.0,-8.0,10.0,2.0
2017-03-31,1071410,L,76.0,-344.0,-362.0,-18.0,19.0,1.0
2017-03-31,1071412,L,2.0,-175.0,-190.0,-15.0,16.0,1.0
2017-03-31,1071412,M,2.0,-244.0,-259.0,-15.0,16.0,1.0
2017-03-31,1071412,XXL,2.0,-100.0,-106.0,-6.0,7.0,1.0
2017-03-31,1071562,M,10.0,-192.0,-197.0,-5.0,7.0,2.0
2017-03-31,1071562,S,10.0,-126.0,-125.0,1.0,2.0,3.0
2017-03-31,1071564,M,13.0,-168.0,-172.0,-4.0,6.0,2.0
2017-03-31,1071564,S,13.0,-103.0,-100.0,3.0,1.0,4.0
2017-03-31,1071570,M,52.0,-243.0,-257.0,-14.0,15.0,1.0
2017-03-31,1071574,M,14.0,-41.0,-40.0,1.0,2.0,3.0
2017-03-31,1071574,S,14.0,-28.0,-26.0,2.0,1.0,3.0
2017-03-31,1071576,S,13.0,-242.0,-249.0,-7.0,8.0,1.0
2017-03-31,1072158,XXL,10.0,-59.0,-58.0,1.0,1.0,2.0
2017-03-31,1072204,M,52.0,99.0,96.0,-3.0,6.0,3.0
2017-03-31,1072204,S,52.0,59.0,58.0,-1.0,3.0,2.0
2017-03-31,1072213,S,16.0,-186.0,-203.0,-17.0,18.0,1.0
2017-03-31,1072418,XL,10.0,-101.0,-101.0,0.0,1.0,1.0
2017-03-31,1072419,M,52.0,-44.0,-45.0,-1.0,2.0,1.0
2017-03-31,1072501,M,52.0,-42.0,-40.0,2.0,0.0,2.0
2017-03-31,1072501,S,52.0,-56.0,-55.0,1.0,1.0,2.0
2017-03-31,1072502,M,52.0,-57.0,-60.0,-3.0,6.0,3.0
2017-03-31,1072502,S,52.0,-50.0,-52.0,-2.0,5.0,3.0
2017-03-31,1072581,M,14.0,-454.0,-452.0,2.0,1.0,3.0
2017-03-31,1072605,M,52.0,-161.0,-164.0,-3.0,5.0,2.0
2017-03-31,1072605,S,52.0,-116.0,-116.0,0.0,1.0,1.0
2017-03-31,1072606,M,10.0,-94.0,-94.0,0.0,1.0,1.0
2017-03-31,1072606,S,10.0,-83.0,-82.0,1.0,0.0,1.0
2017-03-31,1072624,L,2.0,-54.0,-69.0,-15.0,14.0,-1.0
2017-03-31,1072662,XL,10.0,-180.0,-186.0,-6.0,5.0,-1.0
2017-03-31,1072663,M,36.0,-146.0,-157.0,-11.0,12.0,1.0
2017-03-31,1072663,S,36.0,-94.0,-93.0,1.0,1.0,2.0
2017-03-31,1072818,M,18.0,-502.0,-506.0,-4.0,5.0,1.0
2017-03-31,1072824,M,36.0,-365.0,-373.0,-8.0,9.0,1.0
2017-03-31,1072824,S,36.0,-183.0,-188.0,-5.0,7.0,2.0
2017-03-31,1072864,XXL,10.0,-186.0,-185.0,1.0,0.0,1.0
2017-03-31,1072911,S,10.0,-80.0,-80.0,0.0,1.0,1.0
2017-03-31,1072912,S,10.0,-94.0,-95.0,-1.0,2.0,1.0
2017-03-31,1073121,M,10.0,120.0,113.0,-7.0,9.0,2.0
2017-03-31,1073156,M,10.0,445.0,429.0,-16.0,18.0,2.0
2017-03-31,1073156,S,10.0,405.0,398.0,-7.0,8.0,1.0
2017-03-31,1073247,XS,10.0,207.0,201.0,-6.0,5.0,-1.0
2017-03-31,1073370,M,10.0,176.0,170.0,-6.0,9.0,3.0
2017-03-31,1073370,S,10.0,117.0,117.0,0.0,1.0,1.0
2017-03-31,1073373,M,14.0,398.0,387.0,-11.0,13.0,2.0
2017-03-31,1073373,S,14.0,377.0,370.0,-7.0,9.0,2.0
2017-04-01,1069895,L,50.0,109.0,108.0,-1.0,2.0,1.0
2017-04-01,1070211,M,10.0,258.0,257.0,-1.0,3.0,2.0
2017-04-01,1070211,S,10.0,173.0,173.0,0.0,1.0,1.0
2017-04-01,1070211,XXL,10.0,46.0,45.0,-1.0,2.0,1.0
2017-04-01,1070212,M,10.0,104.0,103.0,-1.0,3.0,2.0
2017-04-01,1070212,XXL,10.0,61.0,60.0,-1.0,2.0,1.0
2017-04-01,1070214,XXL,10.0,27.0,24.0,-3.0,1.0,-2.0
2017-04-01,1070519,M,10.0,-171.0,-175.0,-4.0,5.0,1.0
2017-04-01,1070857,XL,83.0,-82.0,-85.0,-3.0,4.0,1.0
2017-04-01,1070867,XS,21.0,-66.0,-66.0,0.0,1.0,1.0
2017-04-01,1071018,XS,10.0,-38.0,-37.0,1.0,0.0,1.0
2017-04-01,1071039,XXL,13.0,-142.0,-142.0,0.0,1.0,1.0
2017-04-01,1071115,M,13.0,-294.0,-296.0,-2.0,3.0,1.0
2017-04-01,1071118,L,13.0,-91.0,-95.0,-4.0,5.0,1.0
2017-04-01,1071134,S,13.0,-331.0,-335.0,-4.0,5.0,1.0
2017-04-01,1071134,XXL,13.0,-170.0,-171.0,-1.0,2.0,1.0
2017-04-01,1071238,XL,4.0,-77.0,-76.0,1.0,0.0,1.0
2017-04-01,1073182,S,14.0,194.0,194.0,0.0,1.0,1.0
2017-04-02,1070074,L,2.0,135.0,129.0,-6.0,5.0,-1.0
2017-04-02,1070077,L,52.0,-158.0,-159.0,-1.0,2.0,1.0
2017-04-02,1070313,XL,10.0,-121.0,-121.0,0.0,1.0,1.0
2017-04-02,1070364,S,4.0,-43.0,-45.0,-2.0,1.0,-1.0
2017-04-02,1070489,S,14.0,-60.0,-60.0,0.0,1.0,1.0
2017-04-02,1070490,M,10.0,-33.0,-37.0,-4.0,3.0,-1.0
2017-04-02,1070490,XXL,10.0,-32.0,-32.0,0.0,1.0,1.0
2017-04-02,1070507,XL,15.0,-136.0,-141.0,-5.0,4.0,-1.0
2017-04-02,1070537,M,83.0,-220.0,-220.0,0.0,1.0,1.0
2017-04-02,1070567,XXL,1.0,-36.0,-40.0,-4.0,3.0,-1.0
2017-04-02,1070674,L,10.0,-305.0,-306.0,-1.0,2.0,1.0
2017-04-02,1071032,L,19.0,-209.0,-217.0,-8.0,7.0,-1.0
2017-04-02,1071136,S,52.0,-310.0,-311.0,-1.0,2.0,1.0
2017-04-02,1071136,XS,52.0,-180.0,-184.0,-4.0,3.0,-1.0
2017-04-02,1071242,M,34.0,-364.0,-366.0,-2.0,3.0,1.0
2017-04-02,1071270,M,34.0,-332.0,-335.0,-3.0,2.0,-1.0
2017-04-02,1071278,L,14.0,-194.0,-199.0,-5.0,6.0,1.0
2017-04-02,1071410,S,76.0,-618.0,-628.0,-10.0,11.0,1.0
2017-04-02,1072076,XXL,2.0,-23.0,-26.0,-3.0,4.0,1.0
2017-04-02,1073390,L,10.0,-17.0,-20.0,-3.0,4.0,1.0
2017-04-02,1073390,M,10.0,-17.0,-19.0,-2.0,3.0,1.0
2017-04-02,1073390,S,10.0,-12.0,-15.0,-3.0,4.0,1.0
2017-04-02,1073390,XL,10.0,-8.0,-8.0,0.0,1.0,1.0
2017-04-03,1070047,M,1.0,-302.0,-301.0,1.0,-2.0,-1.0
2017-04-03,1070078,L,53.0,198.0,197.0,-1.0,0.0,-1.0
2017-04-03,1070083,XL,50.0,52.0,48.0,-4.0,3.0,-1.0
2017-04-03,1070103,XL,18.0,-50.0,-53.0,-3.0,2.0,-1.0
2017-04-03,1070162,M,51.0,-81.0,-81.0,0.0,1.0,1.0
2017-04-03,1070210,S,10.0,-185.0,-185.0,0.0,2.0,2.0
2017-04-03,1070211,M,10.0,257.0,255.0,-2.0,3.0,1.0
2017-04-03,1070298,S,75.0,376.00000000000017,373.00000000000017,-3.0,4.0,1.0
2017-04-03,1070303,XXL,10.0,-171.0,-171.0,0.0,1.0,1.0
2017-04-03,1070304,S,14.0,-176.0,-179.0,-3.0,2.0,-1.0
2017-04-03,1070488,XL,52.0,-478.0,-483.0,-5.0,4.0,-1.0
2017-04-03,1070495,M,2.0,-172.0,-176.0,-4.0,5.0,1.0
2017-04-03,1070495,S,2.0,-83.0,-87.0,-4.0,3.0,-1.0
2017-04-03,1070497,M,4.0,-600.0,-600.0,0.0,-1.0,-1.0
2017-04-03,1070498,M,4.0,-567.0,-569.0,-2.0,1.0,-1.0
2017-04-03,1070498,S,4.0,-565.0,-566.0,-1.0,2.0,1.0
2017-04-03,1070499,M,4.0,-366.0,-368.0,-2.0,3.0,1.0
2017-04-03,1070520,XS,10.0,-154.0,-157.0,-3.0,2.0,-1.0
2017-04-03,1070647,XL,50.0,-185.0,-187.0,-2.0,3.0,1.0
2017-04-03,1070663,L,54.0,-309.0,-307.0,2.0,0.0,2.0
2017-04-03,1070663,XXL,54.0,-174.0,-177.0,-3.0,1.0,-2.0
2017-04-03,1070699,M,17.0,-279.0,-282.0,-3.0,2.0,-1.0
2017-04-03,1070739,M,51.0,-67.0,-67.0,0.0,1.0,1.0
2017-04-03,1070739,XXXL,51.0,-16.0,-18.0,-2.0,1.0,-1.0
2017-04-03,1070775,S,13.0,-140.0,-142.0,-2.0,1.0,-1.0
2017-04-03,1070852,XL,10.0,-94.0,-101.0,-7.0,6.0,-1.0
2017-04-03,1070870,S,76.0,-346.0,-348.0,-2.0,1.0,-1.0
2017-04-03,1070963,M,13.0,-346.0,-347.0,-1.0,2.0,1.0
2017-04-03,1071003,XS,2.0,-270.0,-274.0,-4.0,3.0,-1.0
2017-04-03,1071021,L,54.0,-34.0,-34.0,0.0,1.0,1.0
2017-04-03,1071041,L,99.0,-142.0,-146.0,-4.0,3.0,-1.0
2017-04-03,1071041,M,99.0,-249.0,-250.0,-1.0,3.0,2.0
2017-04-03,1071041,S,99.0,-131.0,-135.0,-4.0,3.0,-1.0
2017-04-03,1071104,S,17.0,-460.0,-463.0,-3.0,2.0,-1.0
2017-04-03,1071117,M,13.0,-502.0,-502.0,0.0,1.0,1.0
2017-04-03,1071118,S,13.0,-74.0,-74.0,0.0,1.0,1.0
2017-04-03,1071118,XL,13.0,-73.0,-73.0,0.0,1.0,1.0
2017-04-03,1071118,XXL,13.0,-64.0,-64.0,0.0,1.0,1.0
2017-04-03,1071231,L,34.0,-245.0,-245.0,0.0,1.0,1.0
2017-04-03,1071231,M,34.0,-355.0,-358.0,-3.0,1.0,-2.0
2017-04-03,1071237,L,10.0,-282.0,-295.0,-13.0,14.0,1.0
2017-04-03,1071237,M,10.0,-334.0,-347.0,-13.0,12.0,-1.0
2017-04-03,1071243,XS,4.0,-325.0,-326.0,-1.0,2.0,1.0
2017-04-03,1071250,S,52.0,-167.0,-167.0,0.0,1.0,1.0
2017-04-03,1071278,M,14.0,-229.0,-236.0,-7.0,6.0,-1.0
2017-04-03,1071278,S,14.0,-122.0,-128.0,-6.0,5.0,-1.0
2017-04-03,1071304,L,10.0,-316.0,-324.0,-8.0,3.0,-5.0
2017-04-03,1071338,S,10.0,-155.0,-156.0,-1.0,2.0,1.0
2017-04-03,1071394,M,2.0,-139.0,-142.0,-3.0,2.0,-1.0
2017-04-03,1071395,M,10.0,-423.0,-421.0,2.0,-1.0,1.0
2017-04-03,1071410,L,76.0,-378.0,-388.0,-10.0,8.0,-2.0
2017-04-03,1071410,M,76.0,-632.0,-639.0,-7.0,5.0,-2.0
2017-04-03,1071410,S,76.0,-628.0,-637.0,-9.0,8.0,-1.0
2017-04-03,1071562,S,10.0,-130.0,-127.0,3.0,-2.0,1.0
2017-04-03,1071652,L,83.0,-149.0,-153.0,-4.0,3.0,-1.0
2017-04-03,1072048,S,4.0,-221.0,-222.0,-1.0,2.0,1.0
2017-04-03,1072204,XL,52.0,62.0,61.0,-1.0,2.0,1.0
2017-04-03,1072213,L,16.0,-197.0,-201.0,-4.0,5.0,1.0
2017-04-03,1072214,XL,10.0,-175.0,-184.0,-9.0,8.0,-1.0
2017-04-03,1072369,M,13.0,-352.0,-350.0,2.0,1.0,3.0
2017-04-03,1072476,M,50.0,-66.0,-65.0,1.0,0.0,1.0
2017-04-03,1072476,S,50.0,-49.0,-51.0,-2.0,1.0,-1.0
2017-04-03,1072478,XXL,30.0,-55.0,-60.0,-5.0,4.0,-1.0
2017-04-03,1072482,L,75.0,-61.0,-62.0,-1.0,0.0,-1.0
2017-04-03,1072506,M,10.0,-218.0,-220.0,-2.0,1.0,-1.0
2017-04-03,1072824,M,36.0,-384.0,-382.0,2.0,-1.0,1.0
2017-04-03,1072917,XS,10.0,-112.0,-114.0,-2.0,1.0,-1.0
2017-04-03,1072998,M,10.0,121.0,118.0,-3.0,2.0,-1.0
2017-04-03,1073013,L,10.0,28.0,45.0,17.0,2.0,19.0
2017-04-03,1073013,M,10.0,54.0,63.0,9.0,0.0,9.0
2017-04-03,1073013,XL,10.0,18.0,29.0,11.0,2.0,13.0
2017-04-03,1073014,XL,52.0,26.0,35.0,9.0,1.0,10.0
2017-04-03,1073014,XS,52.0,29.0,38.0,9.0,2.0,11.0
2017-04-03,1073390,L,10.0,-20.0,-22.0,-2.0,4.0,2.0
2017-04-03,1073390,M,10.0,-19.0,-20.0,-1.0,3.0,2.0
2017-04-03,1073390,S,10.0,-15.0,-17.0,-2.0,4.0,2.0
